ZA4,full,4830,8
ZA4,nont,2997,8
ZA4,nont_ni,816,8
ZA4,nont_ni_nr,300,8
ZA4,full,14212,8
ZA4,nont,3243,8
ZA4,nont_ni,1102,8
ZA4,nont_ni_nr,535,8
ZAqbq4,full,7463,8
ZAqbq4,nont,3902,8
ZAqbq4,nont_ni,1880,8
ZAqbq4,nont_ni_nr,1307,8
ZAAqbq2,full,12191,8
ZAAqbq2,nont,9497,8
ZAAqbq2,nont_ni,2563,8
ZAAqbq2,nont_ni_nr,1072,8
ZAAqbq1,full,6808,8
ZAAqbq1,nont,5719,8
ZAAqbq1,nont_ni,1794,8
ZAAqbq1,nont_ni_nr,643,8
